c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99;c100;c101;c102;c103;c104;c105;c106;c107;c108;c109;c110;c111;c112;c113
2.897;4.118;2.5091;2.3655;4.2641;2.8539;3.2944;2.7605;2.8299;2.5498;1.8771;3.0861;5.1954;2.2362;1.7478;3.4955;5.047;2.2362;1.8747;5.1547;5.2098;1.6855;3.1795;1.6448;4.0199;2.2362;5.1954;5.047;5.1739;5.2098;2.5857;5.1547;3.4955;3.1101;2.6719;2.7605;1.8771;1.8747;2.0806;1.7645;1.3455;-1.0008;0.0335;0.5171;3.0861;2.3655;1.7478;0.1604;1.4078;0.8547;-0.4142;1.2139;3.9097;2.5666;2.7533;0,9146;4.6615;4.4676;1.3168;4.707;1.5993;3.7685;2.2793;1.1444;3.6248;2.0135;2.6647;3.1077;4.2329;5.1954;4.9321;4.6567;4.7381;2.2505;2.3152;3.3064;4.6448;4.0127;6.3542;6.2321;5.0422;7.2329;7.106;7.4819;-0.6069;4.473;1.3988;1.0702;1.3449;1.2342;0.7859;1.3473;1.4198;1.5658;1.9459;6.3925;6.8809;6.6439;7.2425;5.3032;6.042999999999999;6.4141;5.3893;6.6295;6.2273;6.347;6.122000000000001;7.0318;7.0126;7.5513;8.3749;6.0286;5.9137
2.9281;4.0534;2.6217;2.3918;4.4628;2.66;3.2944;2.7246;2.8252;2.4421;1.9393;3.0478;5.2122;2.2577;1.7549;3.4716;5.1068;2.4469;1.8555;5.0877;5.1691;1.7023;3.0047;1.6137;3.9816;2.1644;5.2122;5.1068;5.1475;5.1691;2.6336;5.0877;3.4716;3.1173;2.6839;2.7246;1.9393;1.8555;2.0662;1.8028;1.3479;-0.996;0.1077;0.4908;3.0478;2.3918;1.7549;0.6536;0.8404;0.4453;-0.0599;1.6185;4.0223;2.9066;3.1675;1,0965;4.5729;4.2473;1.245;4.7812;1.8124;3.5123;2.3008;1.324;3.5817;2.229;2.7533;2.9305;4.209;5.1404;4.9368;4.7860000000000005;4.5059;3.1891;2.3248;3.3519;4.7046;4.063;6.3015;6.1842;5.0422;7.276;7.0533;7.513;-0.6351;4.4724;1.4299;1.0116;1.3719;1.1773;0.7434;1.3617;1.4461;1.4754;1.9207;6.3949;7.0844;6.6583;7.263999999999999;5.284;6.1028;6.3997;5.3629999999999995;6.6391;6.2776;6.2776;6.1316;6.9671;6.9647;7.5489;8.4659;6.0645;5.9328
2.9161;4.0438;2.8563;2.3559;4.5442;2.6504;3.2753;2.6384;2.8252;2.4421;1.9704;3.0095;5.1882;2.2577;1.7717;3.4668;5.1475;2.4876;1.8268;5.1212;5.1451;1.6424;2.9281;1.7095;3.9983;2.1668;5.1882;5.1475;5.1499;5.1451;2.6264;5.1212;3.4668;3.134;2.7031;2.6384;1.9704;1.8268;1.9680000000000002;1.7526;1.3264;-0.9912;0.2251;0.4597;3.0095;2.3559;1.7717;0.9649;-0.2251;0.1053;0.2921;1.7382;4.1085;3.2154;3.5626;1,0965;4.4628;4.1132;1.3001;4.7788;1.992;3.1651;2.2841;1.5634;3.9624;2.5402;2.806;2.1117;4.051;5.0925;4.9895;4.9273;4.3024;4.8243;2.1835;3.3806;4.6591;4.1922;6.2896;6.1004;5.7269;7.3406;7.0892;7.5872;-0.6559999999999999;4.4784;1.4401;1.0026;1.3838;1.1851;0.6758;1.3856;1.3922;1.5544;1.8932;6.3949;7.2089;6.6798;7.3167;5.3295;6.1316;5.7054;5.4277;6.6487;6.2752;6.2249;6.1124;6.9239999999999995;6.9479999999999995;7.4699;8.4563;6.0789;5.9616
2.7869;3.984;2.9712;2.3774;4.6783;2.7054;3.2753;2.569;2.8276;2.4445;1.9441;3.0071;5.1691;2.3104;1.8004;3.4716;5.1619;2.4612;1.8459;5.1595;5.1571;1.5754;3.0143;1.7286;4.2425;2.1213;5.1691;5.1619;5.1547;5.1571;2.5977;5.1595;3.4716;3.1556;2.7294;2.569;1.9441;1.8459;1.9441;1.7309999999999999;1.324;-0.9601;0.2658;0.4645;3.0071;2.3774;1.8004;1.0822;-1.3216;-0.2945;0.4357;1.6879;4.197;3.4429;3.8738;0,8643;4.4341;4.1946;1.4509;4.718999999999999;2.2122;2.8467;2.3703;1.8699;3.9744;3.0742;2.8347;1.0918;3.79;4.944;4.944;5.0135;4.13;5.5833;2.083;3.383;4.6783;4.3096;6.2153;6.0094;6.3686;7.4148;7.1754;7.7069;-0.6363;4.4736;1.4180000000000001;1.0098;1.3916;1.1995;0.6141;1.3922;1.4389;1.5419;1.9082;6.4643;7.2472;6.6224;7.3622;5.351;6.0956;6.1435;5.4923;6.6631;6.292000000000001;6.2106;6.1387;6.9145;6.8953;7.4388;8.2887;6.11;5.9065
2.7198;3.9313;2.8611;2.4038;4.8602;2.7677;3.2681;2.5067;2.8276;2.4445;1.9441;3.0502;5.1691;2.3104;1.8076;3.4788;5.1092;2.5115;1.8292;5.1858;5.1978;1.4437;3.0454;1.743;4.1587;2.1739;5.1691;5.1092;5.1547;5.1978;2.5714;5.1858;3.4788;3.1508;2.7701;2.5067;1.9441;1.8292;2.0111;1.7573;1.3527;-0.9840000000000001;0.2658;0.4741;3.0502;2.4038;1.8076;0.9625;-2.1668;-0.68;0.5124;1.2402;4.2138;3.6871;4.1228;0,5411;4.4005;4.4053;1.7047;4.6424;2.3822;2.7007;2.4948;2.2027;4.2306;3.5698;2.818;0.6249;3.4333;5.0518;4.8435;4.9943;4.0199;5.0374;2.15;3.3495;4.6855;4.3814;6.0717;5.9304;6.8307;7.501;7.3239;7.8219;-0.6117;4.4975;1.4365;0.9894;1.4138;1.227;0.5932;1.3815;1.3898;1.5586;1.8944;6.4332;7.2808;6.6295;7.3885;5.3846;6.0765;5.4947;5.4827;6.6679;6.2824;6.1962;6.1292;6.9168;6.8235;7.434;7.8338;6.1435;5.8107
2.8515;3.9313;2.6695;2.3822;4.9632;2.8276;3.2681;2.4421;2.8706;2.4588;1.8794;3.1196;5.1715;2.3607;1.8387;3.5123;5.0925;2.4373;1.8316;5.2002;5.2313;1.3982;3.0694;1.7717;4.0055;2.2218;5.1715;5.0925;5.1811;5.2313;2.5235;5.2002;3.5123;3.1460000000000004;2.7629;2.4421;1.8794;1.8316;1.992;1.8028;1.4461;-1.0367;0.158;0.498;3.1196;2.3822;1.8387;0.6847;-1.2354;-1.0415;0.3807;0.4956;4.1252;3.9504;4.3431;0,8715;4.3574;4.5849;2.0351;4.5993;2.4948;2.6312;2.5905;2.4948;4.2234;3.8451;2.7605;0.7757;3.0167;5.3582;4.7405;4.968;4.0127;3.6392;2.4014;3.3160000000000003;4.5681;4.47;5.9975;5.8155;6.9599;7.6351;7.5226;7.8985;-0.6111;4.4586;1.4299;0.9882;1.3755;1.2216;0.6081;1.4437;1.4257;1.6119;1.8717;6.3398;7.3334;6.6415;7.3765;5.4731;6.0717;5.7461;5.3917;6.6056;6.2824;6.2177;6.1292;6.9959;6.7062;7.3765;7.1682;6.1962;5.7078
2.9784;3.972;2.6145;2.3918;5.0518;2.8276;3.2489;2.3463;2.8706;2.4588;1.8148;3.2513;5.2098;2.3607;1.8986;3.5243;5.0996;2.32;1.81;5.1858;5.2170000000000005;1.3862;2.988;1.8747;3.948;2.2984;5.2098;5.0996;5.2146;5.2170000000000005;2.5307;5.1858;3.5243;3.1651;2.7653;2.3463;1.8148;1.81;1.992;1.81;1.3695;-1.0032;0.0503;0.5004;3.2513;2.3918;1.8986;0.5339;1.2354;-1.3216;0.012;-0.1221;4.0366;4.1204;4.4915;1,7741;4.3024;4.6878;2.4086;4.5753;2.5307;2.6336;2.6695;2.6384;4.2569;3.7924;2.7102;1.2209999999999999;2.5833;5.5545;4.6543;4.9416;4.1492;2.5618;2.6815;3.3471;4.4508;4.5298;5.9903;5.6814;7.0892;7.7428;7.6974;7.9057;-0.5315;4.4598;1.4257;0.9936;1.3809;1.2534;0.6776;1.4545;1.412;1.5658;1.8639;6.3255;7.4196;6.6559;7.3813;5.5617;5.9783;5.782;5.3463;6.5841;6.3183;6.2393;6.1555;7.1036;6.5673;7.1874;6.3925;6.2608;5.6958
3.0095;3.9049;2.6863;2.3798;5.1236;2.7797;3.2489;2.2865;2.885;2.4157;1.834;3.4046;5.2218;2.3727;1.913;3.5027;5.1332;2.1907;1.8459;5.1619;5.2337;1.3719;2.8132;1.9273;3.9169;2.2769;5.2218;5.1332;5.2481;5.2337;2.5546;5.1619;3.5027;3.1412;2.7509;2.2865;1.834;1.8459;2.0423;1.7597;1.5658;-0.9457;-0.0455;0.486;3.4046;2.3798;1.913;0.5363;0.8068;-1.5347;-0.4669;-0.4788;3.9002;4.3024;4.5298;2,4565;4.3072;4.7046;2.7102;4.5729;2.5426;2.7366;2.739;2.6169;4.2617;3.5075;2.5977;1.6879;2.1907;5.7293;4.6088;4.8267;4.4125;2.2075;2.988;3.4117;4.5059;4.6495;6.0238;5.5689;7.3191;7.774;7.8817;7.7333;-0.4824;4.4897;1.4377;0.9966;1.3701;1.2234;0.6764;1.4455;1.4431;1.5712;1.8435;6.2632;7.5489;6.5888;7.4148;5.5329999999999995;5.9065;5.2792;5.4205;6.5769;6.3734;6.2489;6.0621;7.1611;6.505;6.9599;5.691;6.2872;5.7102
2.9808;3.8858;2.7892;2.3918;5.0566;2.7892;3.2106;2.2936;2.885;2.4157;1.8316;3.4979;5.2241;2.3727;1.9393;3.5003;5.1212;2.1165;1.8579;5.1092;5.3271;1.4078;2.7749;1.8723;3.8882;2.229;5.2241;5.1212;5.2313;5.3271;2.5881;5.1092;3.5003;3.1101;2.7078;2.2936;1.8316;1.8579;2.0494;1.7645;1.4868;-0.8619;-0.079;0.2873;3.4979;2.3918;1.9393;0.3903;-0.8356;-1.7837;-0.6105;-0.6464;3.6272;4.6926;4.5729;1,7142;4.3694;4.6232;3.0382;4.5993;2.557;2.8299;2.7701;2.5019;4.0845;3.0885;2.49;2.3583;2.0327;5.7533;4.5849;4.7477;4.7357;2.2984;3.1987;3.5506;4.5442;4.6017;6.0645;5.4133;7.3813;7.7692;8.0302;7.4986;-0.4184;4.5065;1.4545;0.9966;1.3108;1.2019;0.6949;1.4664;1.4;1.5808;1.8872;6.189;7.6686;6.6511;7.4196;5.4564;5.8682;5.7604;5.5593;6.5577;6.3422;6.1818;6.0406;7.2377;6.4739;6.687;5.2002;6.3087;5.6527
2.8419;3.7158;2.806;2.3607;4.8339;2.8467;3.2106;2.2745;2.8994;2.3248;1.8603;3.6512;5.1619;2.3798;1.9656;3.4189;5.0949;2.1787;1.8627;5.1236;5.4181;1.5826;2.8228;1.9058;3.9049;2.3056;5.1619;5.0949;5.2098;5.4181;2.5738;5.1236;3.4189;3.1101;2.6432;2.2745;1.8603;1.8627;2.0423;1.7693;1.4413;-0.7733;-0.1484;0.1437;3.6512;2.3607;1.9656;0.5363;-1.2043;-2.0039;-0.6321;-0.7614;3.4979;4.8842;4.6064;1,9082;4.391;4.5633;3.2992;4.6160000000000005;2.5426;2.9329;2.6911;2.2913;4.1372;2.6169;2.4301;3.1508;2.0709999999999997;5.6192;4.4293;4.695;5.0135;2.5881;3.3782;3.8092;4.6735;4.5801;6.1148;5.2696;7.6423;7.7524;8.0876;7.2377;-0.4004;4.4616;1.4473;1.0175;1.3048;1.2037;0.7183;1.4784;1.4228;1.5185;1.8914;6.1363;7.7021;6.7397;7.4077;5.3223;5.7006;5.0853;5.6479;6.5146;6.2584;6.1507;6.042999999999999;7.276;6.4548;6.5625;5.1188;6.2537;5.6479
2.818;3.5243;2.7438;2.3966;4.7477;2.6959;3.2082;2.2505;2.8994;2.3248;1.8771;3.6344;5.1787;2.3798;1.9585;3.4213;5.1092;2.2386;1.8196;5.1523;5.4492;1.7214;2.8395;1.8651;3.8235;2.3942;5.1787;5.1092;5.2505;5.4492;2.5163;5.1523;3.4213;3.0454;2.6695;2.2505;1.8771;1.8196;2.0423;1.7837;1.482;-0.7661;-0.1413;0.1915;3.6344;2.3966;1.9585;0.9433;-0.8452;-2.4565;-0.8021;-0.7566;3.3854;4.6519;4.6926;2,6432;4.446000000000001;4.4197;3.4739999999999998;4.5753;2.5091;3.0119;2.6624;2.0279;3.7972;2.229;2.3655;3.7014;2.3798;5.5162;4.1372;4.6567;5.2218;2.7557;3.4524;3.9816;4.8315;4.5777;6.1124;5.0542;7.671;7.6926;8.0517;7.015;-0.3555;4.476;1.4168;0.9906;1.2935;1.1744;0.7614;1.4766;1.3969999999999998;1.5479;1.9094;6.0765;7.6327;6.8019;7.367000000000001;5.2433;5.5833;5.2289;5.5952;6.4643;6.1818;6.1244;6.0789;7.3454;6.3829;6.5386;5.4229;6.1794;5.691
2.9592;3.4189;2.7294;2.4253;4.8315;2.4277;3.2082;2.2793;2.8946;2.2769;1.9154;3.4548;5.1978;2.4086;1.98;3.4069;5.0996;2.2697;1.8076;5.1667;5.3941;1.7669;2.7988;1.8483;3.6871;2.2936;5.1978;5.0996;5.2529;5.3941;2.5402;5.1667;3.4069;2.9975;2.6528;2.2793;1.9154;1.8076;2.0901;1.8004;1.47;-0.7709;-0.1628;0.3232;3.4548;2.4253;1.98;1.1851;-0.4286;-2.9018;-0.9816;-0.8643;3.3447;4.3072;4.7501;2,5618;4.5298;4.2449;3.5626;4.5059;2.4756;3.0311;2.5953;1.7645;3.8139999999999996;1.9632;2.3343;3.6919;3.0598;5.4109;3.9744;4.6304;5.3941;2.8539;3.4572;4.1468;4.9009;4.5777;6.1531;4.8315;7.9464;7.6806;7.9751;6.8498;-0.4112;4.4748;1.4186;0.9978;1.2486;1.2079;0.7566;1.476;1.391;1.5838;1.8968;6.0358;7.4603;6.8259;7.3167;5.2026;5.4947;5.2888;5.6264;6.438;6.2058;6.0837;6.1507;7.4101;6.3494;6.5745;5.9089;6.0908;5.7437
3.0669999999999997;3.4093;2.8012;2.4612;4.888999999999999;2.2577;3.1987;2.2625;2.8946;2.2769;1.901;3.3232;5.1787;2.4086;2.0016;3.3878;5.0709;2.3248;1.8172;5.1906;5.3127;1.8507;2.8228;1.8962;3.6871;2.296;5.1787;5.0709;5.2601;5.3127;2.4995;5.1906;3.3878;3.0358;2.66;2.2625;1.901;1.8172;2.1117;1.8124;1.4653;-0.8404;-0.2562;0.3424;3.3232;2.4612;2.0016;1.0726;-0.0622;-3.3471;-0.7566;-0.1053;3.3327;3.8930000000000002;4.7860000000000005;2,3655;4.5179;4.1683;3.4739999999999998;4.4843;2.4612;3.0765;2.4732;1.5778;3.4548;1.8938;2.3415;3.1603;4.0127;5.3798;4.221;4.6519;5.4612;2.9425;3.4453;4.2713;4.8985;4.6807;6.0932;4.6831;8.1092;7.7357;7.8745;6.6655;-0.4681;4.4849;1.3928;1.0145;1.2917;1.1953;0.7195;1.4814;1.3994;1.5395;1.9327;6.0573;7.1778;6.8738;7.2018;4.525;5.3989;4.6184;5.7126;6.4045;6.2441;6.1052;6.212999999999999;7.3143;6.3135;6.5793;6.4021;5.9879;5.8035
3.1412;3.4189;2.8299;2.4253;4.7932;2.1979;3.1987;2.2913;2.8946;2.2745;1.8675;3.2202;5.1834;2.3487;2.0351;3.3902;5.0326;2.32;1.8435;5.2170000000000005;5.2529;1.9273;2.7725;1.9896;3.7182;2.3296;5.1834;5.0326;5.2457;5.2529;2.49;5.2170000000000005;3.3902;3.1149;2.8108;2.2913;1.8675;1.8435;2.0877;1.8052;1.4317;-0.9194;-0.3567;0.2634;3.2202;2.4253;2.0351;0.8691;0.8523;-3.5745;-0.5626;0.8595;3.2944;3.553;4.7812;2,988;4.4652;4.1324;3.3327;4.4843;2.5833;3.1675;2.387;1.4581;3.2633;1.8028;2.3463;2.3535;4.8123;5.3822;4.8746;4.6807;5.5329999999999995;2.9975;3.4381;4.2976;4.888999999999999;4.8339;6.0669;4.6711;8.3246;7.7644;7.7165;6.4931;-0.4723;4.4622;1.3833;1.0469;1.2683;1.2216;0.7015;1.4718;1.3707;1.5347;1.9501;6.1148;7.0006;6.8833;7.0485;3.7637;5.4085;5.0182;5.8107;6.3829;6.2656;6.11;6.2369;7.2209;6.3015;6.5649;6.9432;5.9209;5.8538
3.0574;3.4788;2.8395;2.4708;4.628;2.2242;3.1460000000000004;2.3487;2.8946;2.2745;1.9058;3.1149;5.1691;2.3487;2.0566;3.4716;5.0422;2.3631;1.9034;5.2409;5.2218;1.9178;2.7438;2.0207;3.7038;2.2601;5.1691;5.0422;5.2385;5.2218;2.5307;5.2409;3.4716;3.1244;2.8323;2.3487;1.9058;1.9034;2.0877;1.8316;1.4222;-0.9218;-0.4118;0.1867;3.1149;2.4708;2.0566;1.1899;2.1308;-3.9983;-0.419;2.0997;3.2441;3.4907;4.7238;3,486;4.3886;4.0917;3.0885;4.4963;2.648;3.2585;2.2936;1.4485;3.1627;1.8219999999999998;2.3679;1.5802;5.5234;5.4492;5.5665;4.6615;5.6048;2.8802;3.5362;4.2689;4.9105;4.9249;6.1794;4.6783;8.5473;7.6734;7.5417;6.3207;-0.4878;4.476;1.3671;1.084;1.3204;1.2169;0.7398;1.4557;1.3551;1.5293;1.9369;6.1292;6.9456;6.8618;6.7708;3.4931;5.5019;4.5179;5.7964;6.3638;6.2321;6.11;6.3063;7.1299;6.3446;6.62;7.6064;5.8682;5.8921
2.9137;3.5793;2.7892;2.4612;4.5442;2.3822;3.1460000000000004;2.49;2.8659;2.1691;1.9154;3.0263;5.193;2.2721;2.0877;3.5721;5.0996;2.4373;1.9201;5.2337;5.1643;1.9513;2.6863;2.0279;3.6272;2.2697;5.193;5.0996;5.2289;5.1643;2.5618;5.2337;3.5721;3.1747;2.7821;2.49;1.9154;1.9201;2.0734;1.834;1.4102;-1.0247;-0.4549;0.2155;3.0263;2.4612;2.0877;2.2242;1.8387;-4.3215;-0.4836;3.4764;3.1723;3.7709;4.6807;3,3519;4.3024;4.0127;2.9137;4.5489999999999995;2.806;3.3519;2.2601;1.4724;2.885;1.8938;2.4565;1.0463;6.0501;5.5162;5.5641;4.6232;5.6288;2.6432;3.7254;4.2401;4.9177;5.0278;6.3518;4.8076;8.576;7.3933;7.4508;6.2153;-0.5291;4.4837;1.3641;1.0774;1.2528;1.2127;0.7542;1.4240000000000002;1.3521;1.4838;1.9399;6.0765;7.015;6.7564;6.529;2.569;5.5067;4.3167;5.7197;6.3782;6.2082;6.1411;6.2944;7.0198;6.4308;6.7229;8.2408;5.8059;5.9161
2.7892;3.6319999999999997;2.7749;2.5259;4.5489999999999995;2.3248;3.1196;2.6456;2.8659;2.1691;1.9609;2.9975;5.1811;2.2721;2.0542;3.6512;5.1188;2.4541;1.9249;5.2122;5.1308;1.9561;2.6743;2.0159;3.553;2.241;5.1811;5.1188;5.205;5.1308;2.557;5.2122;3.6512;3.2394;2.7366;2.6456;1.9609;1.9249;2.0853;1.8723;1.4174;-1.0319;-0.4884;0.2777;2.9975;2.5259;2.0542;2.49;1.245;-3.9911;-0.6776;3.9337;3.0406;4.2353;4.6424;3,2513;4.1683;3.8978;2.988;4.6878;2.9449;3.4357;2.2673;1.5275;2.9257;1.9082;2.6025;0.8475;6.1555;5.5545;4.7788;4.5705;5.6168;2.411;3.9217;4.2353;4.9464;5.1044;6.5146;5.2984;8.7101;7.0174;7.3478;6.1603;-0.5291;4.4772;1.385;1.081;1.3126;1.2354;0.7835;1.4204;1.3372;1.5203;1.9363;6.1172;7.0725;6.7301;6.4763;3.2178;5.4731;4.7860000000000005;5.5329999999999995;6.3973;6.2153;6.1363;6.3303;6.9456;6.4643;6.9384;8.5449;5.8826;5.9639999999999995
2.9305;3.5410000000000004;2.7797;2.5642;4.525;2.0614;3.1196;2.5833;2.8323;2.1069;1.9585;2.964;5.1906;2.4445;2.0399;3.6966;5.0829;2.4014;1.9249;5.2098;5.1643;1.9824;2.6336;2.0303;3.6176;2.2362;5.1906;5.0829;5.1763;5.1643;2.5762;5.2098;3.6966;3.1508;2.7461;2.5833;1.9585;1.9249;2.138;1.8531;1.4341;-0.9888;-0.4477;0.3352;2.964;2.5642;2.0399;3.0239;0.0192;-3.8523;-0.9816;3.2513;3.0789;4.7621;4.604;3,2513;4.118;3.8427;3.2394;4.8578;3.0718;3.4477;2.2505;1.5897;2.7845;1.913;2.7438;0.7183;5.9233;5.4827;4.0055;4.5346;5.5569;2.3439;4.0797;4.2138;4.9512;5.1643;6.7109;5.3798;8.7939;6.6128;7.2401;6.1866;-0.4962;4.4508;1.3593;1.0918;1.2528;1.1875;0.7643;1.3671;1.3024;1.5706;1.9076;6.122000000000001;7.185;6.6798;6.5529;3.9409;5.4253;4.1922;5.5881;6.3734;6.2656;6.1627;6.3231;6.9863;6.4476;7.0413;8.4994;5.9664;5.9209
3.1627;3.4117;2.7605;2.6073;4.3766;1.9489;3.1077;2.2314;2.8323;2.1069;1.8914;2.9401;5.2098;2.4445;2.0925;3.6319999999999997;5.0901;2.3966;1.9345;5.2481;5.2218;1.889;2.6001;2.0255;3.6057;2.2098;5.2098;5.0901;5.1451;5.2218;2.5881;5.2481;3.6319999999999997;3.0909;2.8276;2.2314;1.8914;1.9345;2.1356;1.8052;1.4341;-0.9146;-0.3519;0.395;2.9401;2.6073;2.0925;1.9968;-0.6632;-3.8211;-1.0894;2.0662;3.2561;5.0973;4.5849;3,5171;4.2162;3.8403;3.4333;4.9895;3.1603;3.3519;2.2649;1.6640000000000001;2.636;1.8938;2.8587;0.6967;5.5115;5.3798;3.5291;4.6017;5.4013;2.4301;4.1061;4.2521;4.9153;5.1906;6.8642;5.3774;8.6646;6.2968;7.2089;6.256;-0.5052;4.4526;1.3647;1.0744;1.2845;1.2372;0.7440000000000001;1.3815;1.3575;1.57;1.8681;6.0813;7.2736;6.6008;6.6607;4.0438;5.4324;4.2665;5.8012;6.4117;6.2848;6.1866;6.347;6.9911;6.4643;7.0533;8.3414;6.0094;5.952000000000001
3.1747;3.3734;2.7054;2.6025;4.2617;1.798;3.1077;2.1572;2.8371;2.1165;1.8531;2.9568;5.2098;2.375;2.1452;3.5147;5.0973;2.4181;1.9489;5.2265;5.2648;1.8172;2.5953;2.0111;3.5410000000000004;2.2314;5.2098;5.0973;5.1571;5.2648;2.5881;5.2265;3.5147;3.1532;2.9161;2.1572;1.8531;1.9489;2.1596;1.8028;1.4293;-0.7973;-0.3639;0.395;2.9568;2.6025;2.1452;2.7485;0.4214;-3.4117;-0.8068;1.0511;3.2489;5.4516;4.5298;3,5243;4.3622;3.8954;3.1939;5.0278;3.1699;3.3208;2.2769;1.8052;2.7725;1.8459;2.9928;0.6153;4.9991;5.2696;3.9265;4.6519;5.2218;2.7318;3.9935;4.3383;4.968;5.1547;7.0437;5.3295;8.3797;6.0597;7.1946;6.3159;-0.5088;4.4772;1.3773;1.069;1.3036;1.2145;0.6853;1.3952;1.3527;1.6035;1.9052;6.0214;7.3191;6.5529;6.7636;6.042999999999999;5.3702;4.6112;5.4229;6.4572;6.2991;6.1986;6.3327;7.0437;6.5146;7.1802;8.2384;6.0047;5.9256
2.9521;3.2633;2.7126;2.5522;4.3024;1.6999;3.1053;2.296;2.8371;2.1165;1.8219999999999998;3.0215;5.2098;2.375;2.1548;3.4261;5.0757;2.49;1.9537;5.1906;5.2648;1.6496;2.5474;2.0207;3.5147;2.2601;5.2098;5.0757;5.1763;5.2648;2.5977;5.1906;3.4261;3.2274;2.8706;2.296;1.8219999999999998;1.9537;2.15;1.7957;1.4365;-0.7733;-0.3519;0.3663;3.0215;2.5522;2.1548;3.5458;2.4301;-2.9401;-0.6704;0.2658;3.2537;6.1675;4.4772;3,4812;4.4652;4.0582;2.6408;4.9919;3.0885;3.2226;2.2865;1.992;2.6121;1.7789;3.1029;0.5770000000000001;4.3934;5.2864;5.2816;4.6615;5.1044;3.1101;3.7972;4.3958;5.0757;5.0613;7.2161;5.545;8.1235;5.8634;7.1395;6.3183;-0.49200000000000005;4.4556;1.3707;1.0983;1.2905;1.2318;0.6758;1.3940000000000001;1.3761;1.5425;1.91;5.9711;7.3598;6.5697;6.8163;5.7988;5.2696;4.5586;4.8818;6.529;6.3159;6.2201;6.3805;7.0868;6.5457;7.2736;8.3199;5.9687;5.9472
2.8228;3.1987;2.739;2.4708;4.3048;1.7813;3.1053;2.4756;2.8347;2.1691;1.7478;2.9928;5.2026;2.2673;2.1476;3.4046;5.0996;2.4493;1.9848;5.2170000000000005;5.2409;1.4557;2.5139;1.992;3.5291;2.2577;5.2026;5.0996;5.2194;5.2409;2.6264;5.2170000000000005;3.4046;3.2441;2.9257;2.4756;1.7478;1.9848;2.1787;1.7669;1.4461;-0.7733;-0.3879;0.2945;2.9928;2.4708;2.1476;3.8714;3.2705;-2.6121;-0.6823;-0.0048;3.3854;6.9408;4.3694;3,4524;4.4724;4.2641;2.3559;4.853;2.988;3.0574;2.3391;2.1859;2.5067;1.7119;3.1675;0.5938;3.8523;5.3079;6.2177;4.6902;5.0182;3.4141;3.5769;4.4365;5.1499;4.9105;7.3741;5.7197;7.8027;5.6671;7.1443;6.3135;-0.4555;4.4742;1.3671;1.1343;1.3252;1.2426;0.6273;1.4024;1.3246;1.5191;1.889;5.94;7.3526;6.5817;6.8163;5.6551;5.2433;4.6184;4.5059;6.5673;6.2489;6.2608;6.3758;7.0916;6.4883;7.5082;8.4324;5.9304;6.0047
3.0406;3.1747;2.7342;2.2673;4.2306;2.2051;3.1723;2.7916;2.8347;2.1691;1.8459;2.9449;5.1811;2.2673;2.1715;3.4189;5.114;2.3798;2.0039;5.1978;5.1691;1.4533;2.5067;2.0303;3.5338;2.2577;5.1811;5.114;5.2409;5.1691;2.6624;5.1978;3.4189;3.2154;2.9401;2.7916;1.8459;2.0039;2.1668;1.719;1.4437;-0.8045;-0.4573;0.2442;2.9449;2.2673;2.1715;3.5003;1.9082;-2.2314;-0.6057;0.079;3.6751;7.4364;4.2928;3,5075;4.3766;4.3814;2.3822;4.7118;2.8228;2.9233;2.387;2.3798;2.7054;1.6424;3.2202;0.6991;3.6033;5.3367;6.754;4.7262;4.8842;3.5147;3.4429;4.4269;5.2146;4.7573;7.6207;5.8227;7.5513;5.5761;7.252000000000001;6.3829;-0.4196;4.4891;1.3803;1.1157;1.2857;1.2043;0.6399;1.4353;1.3695;1.5484;1.9435;5.928;7.3071;6.5745;6.754;6.0669;5.2744;4.8147;4.1061;6.6391;6.1316;6.2321;6.347;7.1515;6.3949;8.1092;8.4515;5.9161;6.1196
