c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99;c100;c101;c102;c103;c104;c105;c106;c107;c108;c109;c110;c111;c112;c113
2.7533;3.5458;2.9975;3.4309;2.8108;2.2146;3.2465;2.6863;2.3415;2.4181;1.8866;1.4988;5.1619;2.3463;1.8268;2.8922;5.1092;2.1835;1.7789;5.1858;5.2170000000000005;1.913;2.2625;1.834;3.5674;1.9848;5.1619;5.1092;5.4157;5.2170000000000005;3.5147;5.1858;2.8922;2.9904;3.1125;2.6863;1.8866;1.7789;1.9154;1.6305;1.0367;-0.2705;0.0886;0.7829;1.4988;3.4309;1.8268;-0.5842;1.2474;3.1244;-3.5865;3.0023;4.1827;3.2896;8.3079;3,8068;3.9792;4.4388;3.6248;3.8092;3.6775;3.2394;1.8962;-1.0319;1.4653;4.0342;2.7438;2.1811;1.9561;7.8195;2.5307;4.0486;5.2122;2.7653;2.7964;2.4828;4.537;4.3287;7.0198;6.7205;7.1706;9.0764;7.355;6.3207;2.3152;-0.3543;2.2679;1.3192;1.3581;1.5227;1.2073;3.9103;1.163;1.3886;1.6801;7.1658;7.002999999999999;7.1084;7.1491;4.9584;6.2201;5.3319;5.0709;7.2329;6.1770000000000005;6.2225;6.8666;7.3765;6.7205;8.6526;5.4013;5.4277;6.3183
2.7677;3.5865;3.1005;3.4189;2.5786;2.1691;3.2082;2.6695;2.4756;2.4181;1.5179;1.5227;5.1116;2.3463;1.7885;2.909;5.1308;2.2075;1.8603;5.2002;5.2170000000000005;2.138;2.1955;1.6831;3.5554;2.1332;5.1116;5.1308;5.4061;5.2170000000000005;3.5314;5.2002;2.909;2.9568;3.0813;2.6695;1.5179;1.8603;1.7454;1.7382;1.0271;-0.3543;0.0838;0.8236;1.5227;3.4189;1.7885;-1.3982;1.3838;2.8515;-3.4764;2.5857;4.4029;3.2441;8.7125;3,8738;4.5993;4.3383;3.6033;3.8738;3.6751;3.1963;2.1787;-0.9625;1.4748;4.0534;2.9137;2.2649;1.9441;7.7045;2.5259;3.9768;5.284;2.7629;2.8802;2.3607;4.6184;4.2928;7.0054;6.4524;7.117999999999999;9.1722;7.3861;6.3087;2.326;-0.3837;2.2319999999999998;1.3054;1.3677;1.5173;1.2306;3.8882;1.2222;1.4437;1.6568;7.1994;6.9719;7.1108;7.1395;4.9656;6.3327;5.2457;5.1332;7.2257;6.0669;6.2848;6.857;7.3837;6.7612;8.2193;5.6527;5.4755;6.3183
2.7342;3.5362;3.2394;3.4213;2.3487;1.7669;3.2082;2.6647;2.4756;2.3798;1.4581;1.5802;5.0829;2.2194;1.8219999999999998;2.9688;5.1308;2.2434;1.9058;5.193;5.2816;2.0135;2.4229;1.6041;3.5602;2.1093;5.0829;5.1308;5.3774;5.2816;3.6152;5.193;2.9688;2.9712;3.0909;2.6647;1.4581;1.9058;1.6568;1.6831;1.1061;-0.3424;0.0575;0.7159;1.5802;3.4213;1.8219999999999998;-1.8387;1.4581;2.5809;-3.1723;1.6712;4.4604;3.5099;8.8202;3,9097;4.9201;4.2353;3.6296;3.9433;3.565;3.1699;2.4852;-0.9218;1.4533;4.0199;3.0598;2.2649;1.889;6.9025;3.2992;4.0127;5.3606;2.7246;2.9928;2.2936;4.6208;4.276;7.3143;6.1459;7.3334;9.1219;7.4891;6.2584;2.3002;-0.3424;2.1871;1.3084;1.3755;1.4736;1.2659;3.9397;1.2444;1.4413;1.7148;7.1635;6.9479999999999995;7.2257;7.1563;5.1427;6.426;5.0709;5.2098;7.1275;5.9735;6.3375;6.857;7.434;6.7612;7.3382;5.9664;5.5258;6.2465
2.7845;3.5075;3.2633;3.4093;2.2505;1.6161;3.2394;2.6767;2.5043;2.3798;1.5826;1.5921;5.1236;2.2194;1.901;3.0789;5.1212;2.332;1.8962;5.1906;5.3295;1.8818;2.5067;1.5586;3.5554;2.0614;5.1236;5.1212;5.3822;5.3295;3.6871;5.1906;3.0789;2.9832;3.0933;2.6767;1.5826;1.8962;1.7047;1.5993;1.1827;-0.2945;0.0503;0.6249;1.5921;3.4093;1.901;-1.403;1.4413;2.2505;-2.9832;-0.7518;4.3598;3.8762;8.9328;3,802;4.8914;4.0845;3.6966;3.9576;3.553;3.1077;2.6767;-0.8739;1.3838;3.8403;3.2609;2.1715;1.8268;6.1627;4.6256;4.0534;5.4109;2.7461;3.1484;2.4445;4.5681;4.2689;7.5346;5.8706;7.2616;8.9854;7.6375;6.212999999999999;2.3038;-0.4064;2.1069;1.3809;1.3431;1.4778;1.2504;3.887;1.2318;1.4503;1.7328;7.0725;6.9456;7.3526;7.1635;5.4348;6.4189;5.0278;5.2481;6.9168;5.9496;6.4045;6.8642;7.4843;6.7708;6.2728;6.2465;5.5258;6.1818
2.7126;3.5051;3.2441;3.4716;2.1787;1.0894;3.2394;2.6911;2.5043;2.3727;1.6496;1.5802;5.1451;2.1261;1.8747;3.134;5.0566;2.375;1.8866;5.1619;5.3127;1.719;2.3703;1.5419;3.4812;2.0159;5.1451;5.0566;5.3103;5.3127;3.6751;5.1619;3.134;2.9832;3.1053;2.6911;1.6496;1.8866;1.8052;1.5395;1.1851;-0.3519;-0.0024;0.5339;1.5802;3.4716;1.8747;-1.1779;1.403;1.9561;-2.8299;-3.0478;3.9792;3.9217;8.8849;3,6344;4.4796;4.0318;3.7996;3.8188;3.5099;3.0478;2.7773;-0.8284;1.2354;3.7254;3.5386;1.9992;1.7717;5.4253;6.2896;4.1324;5.4061;2.7677;3.2872;2.6839;4.4796;4.2952;7.7716;5.678999999999999;7.3957;8.7771;7.7788;6.1531;2.3128;-0.3789;2.0231;1.3443;1.3288;1.4796;1.2653;3.9049;1.2109;1.5036;1.7561;7.0198;6.8857;7.331;7.2185;5.7269;6.2513;5.0613;5.1978;6.675;5.9903;6.462000000000001;6.9336;7.5154;6.7564;5.3103;6.4883;5.5713;6.1723
2.7988;3.4884;3.1316;3.4716;2.1428;0.9529;3.1651;2.6815;2.5618;2.3727;1.5921;1.6735;5.1332;2.1261;1.8507;3.1556;4.9775;2.3511;1.8196;5.1595;5.3079;1.7765;2.5426;1.5107;3.4237;2.0494;5.1332;4.9775;5.2648;5.3079;3.7565;5.1595;3.1556;3.0095;3.1053;2.6815;1.5921;1.8196;1.8699;1.5730000000000002;1.0558;-0.2705;0.0096;0.4286;1.6735;3.4716;1.8507;-1.0511;1.4389;1.5778;-2.8491;-4.8123;3.6248;4.0462;8.5832;3,4069;3.6536;3.9576;3.8379;3.5410000000000004;3.5195;2.9975;2.7414;-0.8739;1.0918;3.6224;3.5314;1.8603;1.6783;5.0326;8.2887;4.1492;5.3367;2.7653;3.4477;2.9521;4.3311;4.2593;8.1858;5.5474;7.5322;8.5712;8.0613;6.212999999999999;2.2918;-0.4286;1.8926;1.4401;1.3581;1.5036;1.2599;3.9019999999999997;1.2127;1.4844;1.7448;7.0605;6.8426;7.1371;7.3071;5.7676;6.0693;5.1188;5.0709;6.5122;6.0645;6.517;6.9815;7.525;6.6822;4.5633;6.778;5.6;6.1555
2.9497;3.45;2.9688;3.3806;2.2793;1.4485;3.1651;2.6983;2.5618;2.3918;1.9465;1.7717;5.0973;2.0494;1.8459;3.1244;4.944;2.2721;1.7741;5.1571;5.2864;1.7095;2.6384;1.585;3.383;2.1332;5.0973;4.944;5.2146;5.2864;3.7757;5.1571;3.1244;3.0167;3.1053;2.6983;1.9465;1.7741;1.8579;1.6209;1.0271;-0.1772;0.0383;0.32799999999999996;1.7717;3.3806;1.8459;-0.8882;1.391;1.1923;-2.8539;-6.1507;3.3160000000000003;4.0749;8.3653;3,3639;2.715;4.0294;3.8475;3.2489;3.6129;3.0071;2.6695;-0.9481;0.9481;3.3710000000000004;3.8164;1.7597;1.5730000000000002;4.9871;8.6574;4.1037;5.284;2.7581;3.6105;3.1651;4.1899;4.1444;8.667;5.4061;7.3741;8.26;8.0565;6.3949;2.2769;-0.4196;1.8525;1.5101;1.3408;1.5245;1.2438;3.8517;1.2396;1.4838;1.746;7.082000000000001;6.7684;6.8067;7.3167;5.7868;5.8419;5.1451;4.9297;6.5434;6.1627;6.5625;6.9791;7.4771;6.7349;10.3358;7.172999999999999;5.6383;6.1746
3.0095;3.4524;2.8491;3.4309;2.66;1.5993;3.1364;2.7222;2.5474;2.3918;2.2242;1.8268;5.0829;2.0494;1.8411;3.0622;5.0374;2.2051;1.7813;5.1284;5.2529;1.4844;2.4181;1.5897;3.3686;2.2194;5.0829;5.0374;5.2074;5.2529;3.8068;5.1284;3.0622;3.0119;3.1244;2.7222;2.2242;1.7813;1.8483;1.6927;1.0104;-0.1508;0.0048;0.2993;1.8268;3.4309;1.8411;-0.5124;1.3288;0.7805;-2.7629;-6.3925;3.0765;4.1683;8.2384;3,2561;1.9465;4.209;3.9002;2.964;3.7014;3.0239;2.5546;-1.008;0.8452;3.1436;3.8738;1.6903;1.5227;5.0374;7.8123;4.027;5.3008;2.7461;3.7541;3.3136;4.1468;4.0725;8.8945;5.43;7.3406;7.8961;8.4108;6.5817;2.3014;-0.4256;1.746;1.5221;1.3354;1.5251;1.2611;3.8595;1.2091;1.4976;1.7741;7.0557;6.6702;6.3949;7.3741;5.9161;5.7221;5.2744;4.8171;6.62;6.2369;6.5434;6.9408;7.4579;6.7876;10.1897;7.695;5.715;6.2273
3.0478;3.4429;2.9257;3.4285;3.0095;0.972;3.1364;2.7031;2.5474;2.3774;1.9465;1.8627;5.0685;2.0063;1.8651;2.9736;5.1547;2.1979;1.8076;5.102;5.284;1.0032;2.2649;1.482;3.4739999999999998;2.2482;5.0685;5.1547;5.205;5.284;3.8283;5.102;2.9736;2.9904;3.1819;2.7031;1.9465;1.8076;1.9201;1.6951;0.9697;-0.2442;-0.0311;0.3472;1.8627;3.4285;1.8651;-0.3232;1.3048;0.5339;-2.3846;-5.4803;3.0071;4.4436;8.2073;3,134;1.4676;4.3646;3.9241;2.7749;3.7302;3.0646;2.3966;-1.0582;0.759;2.9616;3.7158;1.6496;1.4126;5.1619;6.608;3.9768;5.0949;2.7701;3.9576;3.4668;4.1468;3.9887;9.0022;5.4851;7.106;7.6303;8.3534;6.7445;2.3296;-0.4591;1.6119;1.4449;1.3455;1.5263;1.2228;3.8397;1.1899;1.4676;1.7369999999999999;7.0437;6.6942;5.9975;7.3526;5.9927;5.77;5.3774;4.7309;6.766;6.2944;6.5864;6.9456;7.3957;6.7971;9.9862;8.1547;5.7293;6.2249
3.1149;3.4931;3.0909;3.3974;3.1723;1.2163;3.134;2.7102;2.387;2.3774;1.8004;1.8747;5.0709;2.0063;1.8986;2.8994;5.1906;2.162;1.81;5.0996;5.296;0.4094;2.2625;1.5107;3.4261;2.2936;5.0709;5.1906;5.2194;5.296;3.8547;5.0996;2.8994;2.9688;3.2034;2.7102;1.8004;1.81;1.9968;1.6903;1.0343;-0.3232;0.0048;0.32799999999999996;1.8747;3.3974;1.8986;-0.2777;1.2163;0.0646;-2.1524;-3.9097;3.2992;4.8339;8.0948;3,0909;1.2163;4.4388;3.9313;2.6528;3.7445;3.0909;2.3248;-1.1037;0.6895;2.7964;3.7757;1.6161;1.3575;5.3343;5.952000000000001;3.8882;4.9823;2.7557;4.1108;3.5865;4.209;3.9768;9.2153;5.612;7.0844;7.4867;8.3917;6.6415;2.3421;-0.4926;1.5107;1.3964;1.3497;1.5125;1.23;3.8367;1.1702;1.4407;1.7448;7.027;6.6607;5.9113;7.3119;5.9592;5.8562;5.3582;4.5657;6.5721;6.3231;6.6487;6.8761;7.2712;6.8139;9.6343;8.4851;5.7413;6.2417
3.0335;3.4596;3.2992;3.3998;3.2537;1.3551;3.134;2.8323;2.387;2.4014;1.8196;1.8459;5.0685;2.0469999999999997;1.8411;2.9305;5.102;2.1548;1.8292;5.1188;5.2816;0.0192;2.2984;1.5778;3.3327;2.3224;5.0685;5.102;5.2744;5.2816;3.8858;5.1188;2.9305;2.9760000000000004;3.1723;2.8323;1.8196;1.8292;2.0016;1.6544;1.0678;-0.2873;0.0144;0.3663;1.8459;3.3998;1.8411;-0.1556;1.1133;-0.486;-2.15;-1.9704;4.0677;5.3702;7.8769;3,1723;1.1708;4.5179;3.9456;2.6145;3.7445;3.1867;2.2697;-1.1875;0.6536;2.8204;3.5219;1.6496;1.3288;5.4923;5.4612;3.8427;4.9584;2.7102;4.1755;3.6488;4.312;3.9792;9.0357;5.7341;6.8474;7.355;8.5928;6.5936;2.3266;-0.5297;1.5;1.3246;1.3587;1.5083;1.2641;3.7822;1.157;1.4587;1.7561;6.9935;6.5769;6.1196;7.3287;5.9185;6.0166;5.2744;4.3383;6.4452;6.3351;6.6391;6.8378;7.1539;6.7995;9.1818;8.6119;5.7796;6.2608
3.0119;3.3567;3.5099;3.3782;2.9544;1.1851;3.122;2.8611;2.3798;2.4014;1.8411;1.7669;5.0518;2.0469999999999997;1.8219999999999998;3.0047;5.0446;2.1787;1.7693;5.1643;5.2672;-0.0622;2.3104;1.6472;3.3423;2.3367;5.0518;5.0446;5.2816;5.2672;3.8595;5.1643;3.0047;2.9473;3.1891;2.8611;1.8411;1.7693;1.9201;1.6185;1.1468;-0.17;0.0431;0.4429;1.7669;3.3782;1.8219999999999998;-0.1149;1.0894;-1.2546;-1.7358;0.0718;5.4372;5.9113;7.5274;3,1675;1.2354;4.5394;4.0031;2.6911;3.7661;3.3160000000000003;2.2984;-1.2163;0.68;2.9736;3.3136;1.7382;1.3503;5.454;5.3846;3.9313;4.956;2.6239999999999997;4.2066;3.6823;4.4772;4.0199;9.1626;5.8993;6.6511;7.3622;8.418;6.3686;2.3176;-0.5022;1.3533;1.3216;1.3797;1.5155;1.2342;3.7332;1.1301;1.4389;1.7819;6.9839;6.541;6.4021;7.3334;5.8155;6.212999999999999;5.1954;4.1108;6.5218;6.3087;6.6918;6.7804;7.0677;6.6846;8.5808;8.5952;5.7581;6.2465
3.0263;3.292;3.5195;3.3639;2.4229;1.7861;3.122;2.6049;2.3798;2.3679;1.7454;1.7909;5.0901;2.1021;1.8124;3.0478;5.0805;2.2194;1.6903;5.2122;5.2481;-0.1604;2.2984;1.7669;3.3471;2.3272;5.0901;5.0805;5.2601;5.2481;3.8906;5.2122;3.0478;2.9209;3.1987;2.6049;1.7454;1.6903;1.8794;1.6783;1.1732;-0.0144;0.0192;0.4908;1.7909;3.3639;1.8124;-0.10300000000000001;0.9266;-2.0446;-1.2785;1.901;7.2089;6.4715;7.1587;2,9257;1.4509;4.4843;4.1276;2.7318;3.7302;3.4285;2.4445;-1.2378;0.7566;3.134;3.3208;1.8268;1.3886;5.2218;5.5689;4.0223;4.956;2.6288;4.209;3.7541;4.5489999999999995;4.1132;9.0573;6.0501;6.529;7.4244;8.6455;6.5242;2.2793;-0.5489;1.2635;1.3485;1.3653;1.506;1.2456;3.6787;1.0882;1.4132;1.7729;6.9863;6.5673;6.7157;7.3263;5.5857;6.2513;5.035;4.0773;7.0078;6.3063;6.6535;6.7756;6.9911;6.6224;7.9344;8.5281;5.7604;6.2177
2.8706;3.2825;3.6152;3.4477;2.0806;2.2458;3.1843;2.3559;2.3128;2.3679;1.7382;1.7669;5.1284;2.1021;1.8483;3.0933;5.1571;2.3008;1.6113;5.2218;5.2265;-0.3232;2.3104;1.8531;3.2753;2.3942;5.1284;5.1571;5.2170000000000005;5.2265;4.0247;5.2218;3.0933;2.9425;3.1867;2.3559;1.7382;1.6113;1.8603;1.7286;1.0056;0.0982;0.0239;0.5291;1.7669;3.4477;1.8483;-0.498;0.905;-2.7629;-1.0271;3.3351;8.4755;7.002999999999999;6.6224;2,7749;1.7309999999999999;4.379;4.2042;2.7821;3.5937;3.5386;2.5786;-1.2426;0.9529;3.2872;2.9377;1.9417;1.4653;4.9464;5.6814;4.0845;5.0015;2.7342;4.1061;3.7972;4.4388;4.1994;8.9136;6.1842;6.3542;7.6231;8.5952;6.5434;2.2176;-0.5022;1.1366;1.3168;1.3503;1.5461;1.2378;3.6129;1.1037;1.3982;1.7681;6.9695;6.5553;6.9815;7.3047;5.4923;6.2321;4.7381;4.221;7.4603;6.28;6.6104;6.7493;6.8259;6.6272;7.3813;8.4252;5.7174;6.2225
2.7438;3.2274;3.6152;3.4955;2.4995;2.3224;3.1843;2.5522;2.3128;2.4157;1.8579;1.743;5.1188;2.2362;1.834;3.0957;5.1284;2.3463;1.5754;5.2122;5.2241;-0.3017;2.2841;1.8651;3.304;2.4541;5.1188;5.1284;5.1882;5.2241;4.2617;5.2122;3.0957;2.9592;3.2178;2.5522;1.8579;1.5754;1.8052;1.7071;0.6033;0.1676;0.0814;0.4501;1.743;3.4955;1.834;-1.0008;1.0127;-3.2154;-0.8643;4.3311;8.77;7.5202;5.5329999999999995;2,8036;2.1308;4.3215;4.1563;2.7054;3.4405;3.6057;2.7749;-1.2139;1.2641;3.4619999999999997;2.8299;2.0518;1.5586;4.6088;5.7245;4.0773;4.9871;2.8659;3.9959;3.8283;4.3191;4.2904;8.8921;6.3829;6.2968;7.6998;8.339;6.7133;2.2242;-0.5267;1.0325;1.2893;1.3898;1.5323;1.2192;3.6188;1.0552;1.4832;1.7645;7.0653;6.608;7.2496;7.2856;5.3917;6.2944;4.5657;4.4532;7.4077;6.2584;6.6439;6.7157;6.7445;6.6559;7.0246;8.3941;5.6886;6.2321
2.7581;3.1388;3.4189;3.5051;2.8036;2.5594;3.3064;2.7605;2.332;2.4157;1.889;1.7142;5.1332;2.2362;1.834;3.0813;5.1499;2.3056;1.6233;5.1739;5.2553;-0.2011;2.3032;1.8364;3.2848;2.5019;5.1332;5.1499;5.1978;5.2553;4.4484;5.1739;3.0813;2.9688;3.2657;2.7605;1.889;1.6233;1.8196;1.6879;0.5076;0.0407;0.0862;0.4334;1.7142;3.5051;1.834;-1.3503;1.0295;-3.5793;-0.8547;4.8602;7.9248;7.774;5.0542;2,66;2.5187;4.2713;3.9768;2.5283;3.2633;3.6272;3.0406;-1.1708;1.7645;3.6392;2.8898;2.1045;1.6688;4.2545;5.7078;4.0534;5.0206;2.9042;3.9002;3.9002;4.1899;4.4532;8.7197;6.5362;6.0094;7.6998;8.3175;7.1587;2.1638;-0.5363;1.0098;1.3030000000000002;1.3809;1.5371;1.2438;3.5901;1.0038;1.5155;1.7801;7.1371;6.6248;7.6327;7.2353;5.3774;6.3494;4.4676;4.7884;7.5513;6.2872;6.6104;6.7421;6.7732;6.7493;6.8043;8.4443;5.6503;6.2513
2.9233;3.0406;3.2298;3.4644;2.8659;2.9042;3.3064;2.4421;2.332;2.4397;1.8579;1.8004;4.9967;2.3607;1.8723;3.0263;5.1427;2.1787;1.6831;5.0973;5.3199;0.2442;2.32;1.8699;3.1843;2.4445;4.9967;5.1427;5.2170000000000005;5.3199;4.4365;5.0973;3.0263;2.9712;3.2537;2.4421;1.8579;1.6831;1.81;1.6927;0.7949;-0.0599;0.0766;0.40700000000000003;1.8004;3.4644;1.8723;-1.494;0.9361;-3.9313;-1.3384;4.8626;6.4284;7.3933;4.7022;2,3487;2.7939999999999996;4.2186;3.735;2.217;3.1173;3.6057;3.1747;-1.0989;2.3511;3.7038;2.6528;2.1644;1.7789;3.984;5.5833;4.027;5.047;2.885;3.8451;3.9241;4.2162;4.5514;8.5186;6.9576;5.8706;7.7069;7.9583;7.2712;2.1584;-0.5309;1.1025;1.2881;1.3713;1.5461;1.2653;3.6188;1.002;1.4748;1.7645;7.1826;6.6511;8.0254;7.2233;5.3127;6.2034;4.3862;5.0446;7.8338;6.2584;6.5266;6.8259;6.8402;6.8211;6.5697;8.5808;5.6264;6.2249
3.0167;2.8252;3.1412;3.3782;2.9449;2.8347;3.4165;2.6239999999999997;2.3559;2.4397;1.7885;1.7885;5.0805;2.3607;1.8842;2.9497;5.0805;2.0183;1.7334;5.0781;5.3056;0.7661;2.3080000000000003;1.8579;3.2585;2.5283;5.0805;5.0805;5.2122;5.3056;4.3574;5.0781;2.9497;2.9497;3.201;2.6239999999999997;1.7885;1.7334;1.8172;1.6712;1.1325;-0.0287;0.1173;0.3735;1.7885;3.3782;1.8842;-1.6352;0.9002;-3.7948;-1.6137;4.4029;4.64;6.8331;4.3766;2,1404;3.0502;4.1707;3.4979;1.8435;3.1699;3.4692;3.2274;-1.0894;2.8299;3.6583;2.6025;2.217;1.9178;3.8259;5.3678;4.0701;5.0757;2.818;3.7733;4.0199;4.3431;4.6471;8.3677;7.4029;5.7413;7.695;7.6519;7.8602;2.1506;-0.516;1.1289;1.2773;1.3940000000000001;1.5281;1.2791;3.6607;0.9631;1.4964;1.7861;7.1347;6.6822;8.4013;7.2209;5.3391;6.1148;4.3335;5.1834;7.9057;6.256;6.5074;6.8331;6.9791;6.845;6.212999999999999;8.7915;5.6264;6.2225
3.0191;2.557;3.134;3.2872;3.5793;2.8778;3.4165;3.0119;2.3559;2.4588;1.7813;1.8076;5.2146;2.2505;1.8292;2.9209;5.0829;1.8507;1.7526;5.1044;5.2888;0.7901;2.3343;1.8196;3.3279;2.5857;5.2146;5.0829;5.1882;5.2888;4.2569;5.1044;2.9209;2.9185;3.1292;3.0119;1.7813;1.7526;1.7789;1.719;1.1013;-0.0766;0.091;0.4405;1.8076;3.2872;1.8292;-1.5754;0.8811;-3.8379;-1.6017;3.8403;3.2034;4.9871;4.0486;2,1093;3.2082;4.0869;3.3734;1.5251;3.1675;3.304;3.2298;-1.0846;3.1795;3.6799;2.6791;2.2793;2.0446;3.7733;5.0494;4.1468;5.1499;2.8132;3.8403;4.1515;4.4341;4.7453;8.1594;7.8219;5.5329999999999995;7.6806;7.4962;8.1259;2.1590000000000003;-0.5429;1.0283;1.3162;1.3635;1.4802;1.2701;3.7338;0.9547;1.4994;1.7369999999999999;7.0725;6.7229;8.3462;7.2616;5.3965;6.0118;4.4317;5.2433;7.9511;6.2824;6.4883;6.8666;7.0366;6.857;5.8131;9.0477;5.5833;6.2584
2.9856;2.1524;3.1077;3.1795;4.197;2.6767;3.5147;2.7892;2.2817;2.4588;1.8004;1.7334;5.2146;2.2505;1.7597;2.8635;5.1068;1.652;1.7957;5.2098;5.3032;0.8954;2.375;1.8986;3.3543;2.5211;5.2146;5.1068;5.1715;5.3032;4.1851;5.2098;2.8635;2.9521;3.0287;2.7892;1.8004;1.7957;1.7837;1.6616;1.4868;-0.0215;0.0718;0.4956;1.7334;3.1795;1.7597;-1.2091;0.8954;-4.0486;-1.5347;3.2801;2.5307;2.1596;3.6296;2,0782;3.2417;3.9313;3.3327;1.2570000000000001;3.2394;3.134;3.1939;-1.0702;3.3136;3.6679;2.8922;2.3128;2.1787;3.8307;4.774;4.2976;5.193;2.8563;3.9193;4.2976;4.3958;4.8004;8.1068;8.1834;5.5522;7.5753;7.1874;8.2983;2.1231;-0.5525;0.9146;1.3366;1.3940000000000001;1.5179;1.2635;3.8104;0.9948;1.5125;1.7346;7.0533;6.7445;7.9176;7.3167;5.4229;5.9496;4.6471;5.1954;7.9535;6.3231;6.529;6.8163;6.9983;6.857;5.2098;9.244;5.5522;6.3039
2.8635;1.7023;3.1771;3.1388;3.2106;2.8994;3.5147;2.6839;2.2817;2.4325;1.8076;1.6759;5.1427;2.1979;1.6927;2.8443;5.1332;1.4485;1.8196;5.2194;5.3223;0.9888;2.4588;1.8028;3.3160000000000003;2.4301;5.1427;5.1332;5.1451;5.3223;4.1204;5.2194;2.8443;2.9664;2.964;2.6839;1.8076;1.8196;1.7693;1.5754;1.4198;-0.0192;0.0814;0.5363;1.6759;3.1388;1.6927;-0.9744;0.8404;-3.8571;-1.2953;2.8778;2.6935;-0.1413;3.304;1,9992;3.0382;3.7134;3.5075;1.1588;3.4381;2.9281;3.1412;-1.1325;3.2274;3.5243;3.1149;2.3032;2.2721;3.984;4.6328;4.5107;5.2433;2.8778;4.0606;4.458;4.4365;4.865;8.0541;8.4539;5.5545;7.4412;6.9479999999999995;8.6886;2.0979;-0.5243;0.7943;1.3306;1.3509;1.5347;1.2546;3.7703;0.9697;1.5395;1.734;7.1036;6.8091;7.3717;7.3981;5.4324;5.9041;4.9919;5.2194;7.8745;6.3518;6.6248;6.8019;6.9192;6.8043;4.6448;9.3182;5.5833;6.3542
2.7653;1.8244;3.1149;3.1316;2.8706;2.9736;3.5434;2.7126;2.4924;2.4325;1.7765;1.6448;5.0757;2.1979;1.7047;2.8156;5.126;1.3647;1.7909;5.205;5.3175;1.0463;2.5259;1.7023;3.1316;2.3439;5.0757;5.126;5.2026;5.3175;3.9959;5.205;2.8156;2.9664;2.9951;2.7126;1.7765;1.7909;1.8028;1.5826;1.1396;-0.1676;0.0503;0.5052;1.6448;3.1316;1.7047;-0.838;0.7925;-3.5482;-0.826;2.5618;3.3064;-1.9369;3.0742;1,9249;2.7438;3.5626;3.7637;1.0654;3.5721;2.7414;3.0071;-1.2498;2.9544;3.3710000000000004;3.4141;2.3176;2.375;4.1587;4.7285;4.7118;5.3103;2.9281;4.1396;4.5657;4.5203;4.8387;8.0206;8.6407;5.6383;7.343;6.7684;8.6646;2.0889;-0.5531;0.7889;1.3078;1.3359999999999999;1.5305;1.251;3.7529;1.0002;1.5598;1.7256;7.1994;6.8498;7.039;7.4244;5.4851;5.7509;5.3391;5.2601;7.8554;6.359;6.7588;6.7325;6.5888;6.7708;4.2952;9.2775;5.5952;6.4069
2.6552;2.1093;2.8706;3.1603;3.2944;3.0047;3.5434;2.5379;2.4924;2.4517;1.7573;1.6376;5.0374;2.2338;1.7526;2.8204;5.102;1.3767;1.7741;5.1619;5.3056;1.1779;2.5474;1.719;3.0861;2.3056;5.0374;5.102;5.2218;5.3056;3.8762;5.1619;2.8204;2.9808;3.1364;2.5379;1.7573;1.7741;1.7717;1.6328;1.1899;-0.3112;0.0503;0.4405;1.6376;3.1603;1.7526;-0.735;0.759;-3.0622;-0.6297;2.3296;3.5267;-2.9521;2.6935;1,9106;2.5666;3.6607;3.9576;0.9433;3.8211;2.6217;2.885;-1.2091;2.5762;3.225;3.8188;2.3343;2.4493;4.391;4.6495;4.9225;5.296;3.0095;4.197;4.6711;4.6735;4.7884;8.0062;8.6862;5.7533;7.1898;6.6535;8.8346;2.0548;-0.5465;0.7578;1.3306;1.3503;1.5353;1.251;3.7344;1.0038;1.6011;1.7244;7.1754;6.9192;7.2472;7.422000000000001;5.5043;5.6336;5.5809;5.2792;7.9152;6.3375;6.8139;6.7014;6.1770000000000005;6.6846;4.0247;9.0932;5.6479;6.5146
